thumbnail,id,date,issue_number,issue_id,page,url,download_image,text
"{""img_src"": ""https://nla.gov.au/nla.obj-664086207/image?WID=500"", ""width"": 250}",nla.obj-664086207,1901-11-23,1136,nla.obj-664016217,7,https://nla.gov.au/nla.obj-664086207,https://nla.gov.au/nla.obj-664086207/image,"

ħ
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Vol. 22.—N0. 1136,
SATURDAY. NOVEMBER 2S. 1901.
Price 6d.
hwftwAw t I]
Uurt IfiuMci'
WiW become* ci purl'of*
flu>trciliu IfAuit\n __ __
Huns persitfin their cry fora ftIHIfE M\l
tijere'c a bia fob \t] frohrof' y \ \ ■
■ Mr. Bruce Smith, M.H.Tt., finds that' he can- -J
nat immediately return to his.legislative duties |
in'Melbourne, in-consequence of the necessity l
for giving some more attention to his pro-
fessional duties during the forthcoming sittings
of the Supreme Court. “It is impossible,” said
Mr. Bruce Smith, when seen in reference to this
matter, “for the representatives of the different
States to give up the whole year to Parliamen-
tary work, to the complete loss of their means
of livelihood; and the country has the Govern-,
mtnt of the Commonwealth to thank for the
boneless muddle into which the business of
Parliament has been thrown.” Mr. Bruce Smith
will arrange a pair during his absence.
ATTITUDE OF ’ROO AFTER THE ADELAIDE MATCH.
Lathe.—Leo (to Kangaroo) : “ Have you heard from Melbourne yet ? ”
CARTOONLETS.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-572875626/image?WID=500"", ""width"": 250}",nla.obj-572875626,1938-03-23,3032,nla.obj-572802885,11,https://nla.gov.au/nla.obj-572875626,https://nla.gov.au/nla.obj-572875626/image,"

“LITTLE MAN, WHAT NOW?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-603935501/image?WID=500"", ""width"": 250}",nla.obj-603935501,1931-12-09,2704,nla.obj-603905256,7,https://nla.gov.au/nla.obj-603935501,https://nla.gov.au/nla.obj-603935501/image,"

The Bulletin
Vol. 52.—N0. 2704.
December 9, 1931.
THE WHIRLWIND CAMPAIGN.
TED: “We aren’t making much progress, Jim.”
JIM: “How the devil do you expect us to with this lunatic device of yours fastened to our hacks?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-659568432/image?WID=500"", ""width"": 250}",nla.obj-659568432,1904-05-12,1265,nla.obj-659443428,9,https://nla.gov.au/nla.obj-659568432,https://nla.gov.au/nla.obj-659568432/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Vol. 25. —No. 1265.
THURSDAY, MAY 12, 1904.
Price 6d.
POLITICAL COMBINATIONS.
EX-PREMIER DEAKIN FINDS HIMSELF CORDIALLY INVITED TO COME OUT FOR A LITTLE FRIENDLY WALK.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-514231036/image?WID=500"", ""width"": 250}",nla.obj-514231036,1895-01-26,780,nla.obj-514230837,7,https://nla.gov.au/nla.obj-514231036,https://nla.gov.au/nla.obj-514231036/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission by post as a Newspaper.
Vol, 15.—N0. 780.
SATURDAY, JANUARY 26. 1896.
Price, 6d.
%-£ - v /
<VV/
/C *v 7
y J<7 "",y /
*K
'(> *
Yl W^f^Pi
r, z, I, IK
h)ork tit\Q a dac(
Tifll I \\a riy /
; M Pilf Cm coo/f///fe
fill I pi® if IV | / fin apc/rfat
I /j yor? /fir Capr/a//-
\\ ' alary c/o /?of~<£'r/' fij/T
CT/falce Cu/~c
fry ’
i W <SO
1
</ s Lo-i a,r '
tH
'■<L L
H , ti- utr J W'Wty out- he
f or
“NEW” MAN.
SCARCITY OF MAID SERVANTS.—The FIELDING STAR (Maoriland) says : “ Owing to the scarcity of maid servants in this district ,
men are being engaged to perform the duties. They cost a little more in wages , but they do more work. ”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-518512767/image?WID=500"", ""width"": 250}",nla.obj-518512767,1951-11-28,3746,nla.obj-518412595,5,https://nla.gov.au/nla.obj-518512767,https://nla.gov.au/nla.obj-518512767/image,"

The Bulletin
Vol. 72—No. 3746
Wednesday, November 28, 1951
sss£-
10°
d
DIFFICULT CUSTOMER.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-666130689/image?WID=500"", ""width"": 250}",nla.obj-666130689,1924-08-14,2322,nla.obj-666128669,11,https://nla.gov.au/nla.obj-666130689,https://nla.gov.au/nla.obj-666130689/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 45.—N0. 2322.
THURSDAY, AUGUST 14, 1924.
Pbice Qd.
ANOTHER SCRAP OF PAPER.
JOHN BULL: “You won’t hurt my friend behind me with it, I hope.”
FRITZ: “Bless you, no. Why, we’ll give you a signed assurance on the matter if you care for it.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-672398542/image?WID=500"", ""width"": 250}",nla.obj-672398542,1897-08-28,915,nla.obj-672369332,7,https://nla.gov.au/nla.obj-672398542,https://nla.gov.au/nla.obj-672398542/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission hy post as a Newspaper.
Vol. 18.—No. 915.
SATURDAY, AUGUST 28, 1897.
Price, 6d.
THU RETURN OF THE PRODIGAL—ONLY THE CALE ISN’T VERY FAT.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-747380636/image?WID=500"", ""width"": 250}",nla.obj-747380636,1887-11-05,405,nla.obj-507994531,1,https://nla.gov.au/nla.obj-747380636,https://nla.gov.au/nla.obj-747380636/image,"

The Bulletin
eeth!
Teeth!
HIGH-CLASS DENTISTRY
Reform"" prices !
/\
partite Sets
° d and Vulcanite do. -
Gold
£5.
£lO.
£l5.
Painlessly Extracted Under Nitrons Oxide Has Every Morning.
S-A-TISr^uCTIOaiT
i ll l""""l L. '»
BSD.
2ST oto Addi es s:
Marshall Brothers,
EEEABETH STREET, HYDE PARK, SYDNEY
N.B.- Country People need only stay in Sydney a few hours.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-550870657/image?WID=500"", ""width"": 250}",nla.obj-550870657,1948-09-22,3580,nla.obj-550689636,11,https://nla.gov.au/nla.obj-550870657,https://nla.gov.au/nla.obj-550870657/image,"

TheBuĺetin
Vol. 69—No. 3580
Wednesday, September 22, 1948
THE SICK WOMAN OF EUROPE.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-542554699/image?WID=500"", ""width"": 250}",nla.obj-542554699,1946-03-13,3448,nla.obj-542532685,5,https://nla.gov.au/nla.obj-542554699,https://nla.gov.au/nla.obj-542554699/image,"

The Bulletin
Vol. 67—No. 3448
Wednesday, March 13, 1946
“CHARGE, MOUNSEER—IF YOU CAN!”
“The tepid Note to Franco, which has enraged Leftists, was, according to a Washington message, designed to prevent France from seconding Russia in taking
direct action against Spain.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-611255988/image?WID=500"", ""width"": 250}",nla.obj-611255988,1934-10-10,2852,nla.obj-611243156,7,https://nla.gov.au/nla.obj-611255988,https://nla.gov.au/nla.obj-611255988/image,"

The Bulletin
Vol. 55.—N0. 2852.
October 10, 1934.
TWO PAIRS—KINGS ON TOP.
“Kin"" Alexander of Yugoslavia and King Boris of Bulgaria have kissed. Their kiss heals a 22-year-old breach that has constantly
a threatened the peace of the world.”
“Well good-bye, Joe, and thank you kindly. I feel just like King Boris of Bulgaria.”
“Bulgaria, eh? Wasn’t it your Senator Johnston that once referred to your party as ‘the Bulgarians of politics'?""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-578465616/image?WID=500"", ""width"": 250}",nla.obj-578465616,1939-06-14,3096,nla.obj-578436478,11,https://nla.gov.au/nla.obj-578465616,https://nla.gov.au/nla.obj-578465616/image,"

WRECKED ON A BALTIC BAR.
According to the Estonian Foreign Minister, the Baltic States would regard any guarantee as an act of aggression.
“No; we won’t come under that umbrella. We’ll fight first.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-535140314/image?WID=500"", ""width"": 250}",nla.obj-535140314,1943-07-21,3310,nla.obj-535078700,5,https://nla.gov.au/nla.obj-535140314,https://nla.gov.au/nla.obj-535140314/image,"

The Bulletin
Vol. 64.—N0. 3310.
Wednesday, July 21, 1943.
DROPPING THE PILOT (for the time being).
"
"{""img_src"": ""https://nla.gov.au/nla.obj-442831810/image?WID=500"", ""width"": 250}",nla.obj-442831810,1889-08-17,496,nla.obj-442754367,3,https://nla.gov.au/nla.obj-442831810,https://nla.gov.au/nla.obj-442831810/image,"

The Bulletin
Vol. 10-No, 496.
SATURDAY, AUGUST 17, 1889.
Price, 6d.
i^L
Chief Commissioner Chomley
"
"{""img_src"": ""https://nla.gov.au/nla.obj-660361280/image?WID=500"", ""width"": 250}",nla.obj-660361280,1921-06-30,2159,nla.obj-660147573,7,https://nla.gov.au/nla.obj-660361280,https://nla.gov.au/nla.obj-660361280/image,"

The Bulletin
-Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 42. —No. 2159
THURSDAY, JUNE 30, 1921.
Price 9d.
JOHN AND HIS FRIENDS.
“The matter of the renewal of the Anglo-Japanese Treaty is being considered in London. ""
JOHN BULL: “Ride with me? Certainly, my little friend! But we’ll have to leave room for Samivel, here. Him
and me are interested in the same blood-stock, you know.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-734211782/image?WID=500"", ""width"": 250}",nla.obj-734211782,1886-12-11,358,nla.obj-507985916,1,https://nla.gov.au/nla.obj-734211782,https://nla.gov.au/nla.obj-734211782/image,"

The Bulletin
"
"{""img_src"": ""https://nla.gov.au/nla.obj-638244215/image?WID=500"", ""width"": 250}",nla.obj-638244215,1906-06-21,1375,nla.obj-638089066,9,https://nla.gov.au/nla.obj-638244215,https://nla.gov.au/nla.obj-638244215/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
You 27.—N0. 1375.
THURSDAY, JUNE 21, 1906.
Pbiok Gd.
.jCwfei'-Writer '». wifflr of fto 'Pairs'’filefi
ifaf hft \vft said PljaP hr SZPpON was opt of j
W Qfeafcsf Sfakytp o) lus age mi finished Sj
pin) up picely, \ suppose. Well cjao pdmap-
ttwy frjtr 'pe.njoCra-Ha party aj uju-al jir t
THE GREAT DEMOCRAT AND HIS FRIENDS.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-672388226/image?WID=500"", ""width"": 250}",nla.obj-672388226,1897-08-07,912,nla.obj-672369310,7,https://nla.gov.au/nla.obj-672388226,https://nla.gov.au/nla.obj-672388226/image,"

The Bulletin
Reqistered at the General Post Office, Sydney, for transmission by post as a Newspaper.
VoL. 18.—No. 912.
SATURDAY. AUGUST 7, 1097.
Price, Gd.
IT MAKES NO DIFFERENCE.
“ The Primate of Australia is henceforth to rank as Archbishop.” — Cable.
CABBY (to most Rev. Bob Cob Smith): “Oh, yer a Archbishop now, are ye? Well, I don’t care aif yer the Archfienel hisself; yer ain’t a-goin’ to ride to no
Bishopcourt in a first-class outfit like this here for no bob fare! ” —(Drives of with language unfit for a Bishop to list a to —to say nothing of an Archbishop.)
"
"{""img_src"": ""https://nla.gov.au/nla.obj-518122973/image?WID=500"", ""width"": 250}",nla.obj-518122973,1950-11-15,3692,nla.obj-518061697,5,https://nla.gov.au/nla.obj-518122973,https://nla.gov.au/nla.obj-518122973/image,"

The Bulletin
Vol. 71—No. 3692
Wednesday, November 15, 1950
CHINESE PUZZLE.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-672577638/image?WID=500"", ""width"": 250}",nla.obj-672577638,1913-12-11,1765,nla.obj-672552602,7,https://nla.gov.au/nla.obj-672577638,https://nla.gov.au/nla.obj-672577638/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post) as a Newspaper.
Vol. 34.—N0 1765.
THURSDAY. DECEMBER 11. 1913.
I'UICK Go.
“THE UNITY OF EMPIRE.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-603983504/image?WID=500"", ""width"": 250}",nla.obj-603983504,1932-03-02,2716,nla.obj-603948708,7,https://nla.gov.au/nla.obj-603983504,https://nla.gov.au/nla.obj-603983504/image,"

The Bulletin
Vol. 53. —No. 2716.
March 2, 1932.
WILL THEY NEVER LEARN!
"
"{""img_src"": ""https://nla.gov.au/nla.obj-618751602/image?WID=500"", ""width"": 250}",nla.obj-618751602,1924-07-03,2316,nla.obj-618746639,11,https://nla.gov.au/nla.obj-618751602,https://nla.gov.au/nla.obj-618751602/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W.. Australia, for Transmission by Post as a Newspaper.
Vol. 45. —No. 2316.
THURSDAY, JULY 3, 1924.
Pbice 6d.
SEE THE CONQUERING HERO COMES!
“Charles Kingston carried legislation excluding the bookmaker and proprietary pony and other private racecourses from South Australia. The Parliamentary
Labor party proposes to wipe out that law.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-490999560/image?WID=500"", ""width"": 250}",nla.obj-490999560,1893-02-11,678,nla.obj-490964720,5,https://nla.gov.au/nla.obj-490999560,https://nla.gov.au/nla.obj-490999560/image,"

The Bulletin
Vol. I£-~No.6!?8.
SATURDAY, FEBRUARY 11, 1898.
Price, 64
d
w
' s'-
PARKES’ LATEST BABY.
PARKES : “I hear, mum, as you’re thinkin’ of hadopting a ’ealthy hinfant?""
THE MATRON: “Yes, but I’m not thinking of adopting you at any price!""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-664688814/image?WID=500"", ""width"": 250}",nla.obj-664688814,1896-06-13,852,nla.obj-664593691,7,https://nla.gov.au/nla.obj-664688814,https://nla.gov.au/nla.obj-664688814/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission by post as a Newspaper.
Vol. 17.—N0. 852.
SATURDAY, JUNE 13, 1896.
Price, 6p.
Thf My/Ena must
To RfPRfSs His
i LAUGHTER ON THF
I SABBATH
; ffy ORpfR
the
Sabbath 15
Strictly ,
PMIdiTEP-
V 'The Sciibafl?
ljjadz utite for
f%n
‘ and
Jacob - ""//yd
fararpf- ft,
“X. /Jr. bfj/f
y? *
,/
vcA v?
. /.V/ V > v/j
/ , \^S'/P
y /
< J <y.V ?A
IT IS PROPOSED TO OPEN SYDNEY ZOO ON SUNDAYS.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-600821073/image?WID=500"", ""width"": 250}",nla.obj-600821073,1931-04-08,2669,nla.obj-600743231,7,https://nla.gov.au/nla.obj-600821073,https://nla.gov.au/nla.obj-600821073/image,"

The Bulletin
Vol. 52.—N0. 2669.
April 8, 1931.
THE CASTAWAYS.
""While pushing on with his Fiduciary note issue, Mr. Theodore has introduced a measure giving the Government authority to seize the balance of the gold in the
Commonwealth Bank.""
THE MAN AT THE PUMP: ""This is beautiful water, of course, Jim; but you sneak along and collar that old bloke's billy-just in case this sort doesn't agree with my
stomach.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-658021454/image?WID=500"", ""width"": 250}",nla.obj-658021454,1916-10-26,1915,nla.obj-658016833,7,https://nla.gov.au/nla.obj-658021454,https://nla.gov.au/nla.obj-658021454/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 37.—N0. 1915.
THURSDAY, OCTOBER 26, 1916.
Price 6d.
[B.E. MINNS. 214 George-street, Sydney.] `
WILL YOU BE IN THIS FISHERMAN'S BASKET ON SATURDAY?
SHE: “But are you not ashamed —you are baiting your hook with lies!”
THE KAISER: “Ha, ha! The man who butchered Belgium isn’t likely to stop at a lie or two if they’ll kill a few weary Australian soldiers.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-491134568/image?WID=500"", ""width"": 250}",nla.obj-491134568,1894-10-06,764,nla.obj-491100388,7,https://nla.gov.au/nla.obj-491134568,https://nla.gov.au/nla.obj-491134568/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission hy post as a Newspaper.
Vol- 14.—N0. 764.
SATURDAY, OCTOBER 6, 1894.
Prior, 6d.
gd
ENVY —AN EVERYDAY STRE[?]T SCENE.
“What is the crowd about?""
“Oh, one man has actually managed to get work and the rest of them are assembled to marvel at the strange sight.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-666632904/image?WID=500"", ""width"": 250}",nla.obj-666632904,1922-09-21,2223,nla.obj-666631664,7,https://nla.gov.au/nla.obj-666632904,https://nla.gov.au/nla.obj-666632904/image,"

The Bulletin
Kegistered at tne General Post Office, Sydney, JN.S.YV., Australia, for Transmission by Post as a Newspaper.
vol. 43. —N0. 2223.
THU USD AY, SEPTEMBER 21, 1922.
Pbice 6d.
THE PRIVILEGED VISITOR.
“‘Roughly 10 per cent of the population of all our cities are syphilitic,’ said Dr. Barrett, K.S.E., C.M.G., C.B. etc., in an address delivered at the Commercial Travellers’
Club. Fifty per cent, of the children born at Melbourne Hospital were syphilitic And virtually nothing was being done to cope with the tragedy.""
WHITE PLAGUE: “You’re lucky, Bed Plague! They never leave me alone. But you—why, they’d sooner see their children destroyed than so much as
talk about you.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-558632794/image?WID=500"", ""width"": 250}",nla.obj-558632794,1946-08-21,3471,nla.obj-558619850,11,https://nla.gov.au/nla.obj-558632794,https://nla.gov.au/nla.obj-558632794/image,"

The Bulletin
Vol. 67—No. 3471
Wednesday, August 21, 1946
THE WALRUS AND THE CARPENTER.
""Taking an emotional leave of his followers, Mr. Chifley said he would sooner lose his own seat than see any of them lose theirs.’*
“I weep for you,” the walrus said:
“I deeply sympathise.”
With sobs and tears he sorted out
Shells of the largest size,
Holding his pocket-handkerchief
Before his streaming eyes.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-659792269/image?WID=500"", ""width"": 250}",nla.obj-659792269,1905-10-19,1340,nla.obj-659733232,7,https://nla.gov.au/nla.obj-659792269,https://nla.gov.au/nla.obj-659792269/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
You 26.—N0. 1340.
THURSDAY, OCTOBER 19, 1905.
Price 6d.
THE SALE NOT EFFECTED.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-746772966/image?WID=500"", ""width"": 250}",nla.obj-746772966,1887-08-27,395,nla.obj-513408132,1,https://nla.gov.au/nla.obj-746772966,https://nla.gov.au/nla.obj-746772966/image,"

The Bulletin
ISSOLUTION OF PARTNERSHIP
IN CONSEQUENCE OF THE ABOVE, MESSRS.
ML ST SELL AT WH AT IT WILL BRING, THE WHOLE OF THEIR
SIVE AND WELL-SELECTED STOCK OF
PRICES ONE-HALF OF MANUFACTURERS” COST!
(§& A .'. . . . ; ' ' - • -V • - ■
COMMENCING ON
COMMENCING ON
TODAY, Ist AUGUST, 1887,
'
C!qn.ts. Ya-U-laa. g* Vl.33.tii JkLCCOVLTVfc 3 .StX'e Clcsc d_ .
Is
r
e is Genuine, We want money, and must have it, to close the partnership.
JSTOTE THE ADDRESS :
WILLIAMS and GO., 278 George Street
(OPPOSITE MARGARET STREET) ;
WILLIAMS and CO., 412 George Street
(NEAR ROYAL HOTEL)
"
"{""img_src"": ""https://nla.gov.au/nla.obj-443500302/image?WID=500"", ""width"": 250}",nla.obj-443500302,1889-10-12,504,nla.obj-443468152,3,https://nla.gov.au/nla.obj-443500302,https://nla.gov.au/nla.obj-443500302/image,"

The Bulletin
Vol. 10- No. 504
SATURDAY, OCTOBER 12, 1889.
Price, 6d.
Kickleby Modernised. The Boy's Turn to Strike
""The “board-school children in Glasgow and Aberdeen are out on strike. They demand tree education, and the abolition of flogging and of home lessons.""-Cable.
MAC SQUEERS: ""HOW DO YOU SPELL IT?""
LADDIE (who kens more than the maister): ""W-I-N-D-O-W, WINDER-AND IF YOU DONT'S LIKE IT, CLEAN IT YOURSEL'.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-562451586/image?WID=500"", ""width"": 250}",nla.obj-562451586,1936-12-02,2964,nla.obj-562435076,7,https://nla.gov.au/nla.obj-562451586,https://nla.gov.au/nla.obj-562451586/image,"

The Bulletin
Vol. 57.— N0. 2964.
December 2, 1936.
NO MORE WORLDS TO CENSOR!
"
"{""img_src"": ""https://nla.gov.au/nla.obj-573224442/image?WID=500"", ""width"": 250}",nla.obj-573224442,1939-02-15,3079,nla.obj-573153172,11,https://nla.gov.au/nla.obj-573224442,https://nla.gov.au/nla.obj-573224442/image,"

NO ENCORE.
“The Franks, weary of campaigning in Spain, retreated through the defiles of the Pyrenees.... In vain Oliver begged Roland to sound his horn and summon
Charlemagne to his aid Roland alone survived on the field of battle. With a last effort he blew his horn."" —Story of the Song of Roland.
“Communist militiamen, retreating to France through the defiles of the Pyrenees, were led by Marty, a member of the Chamber of Deputies. They marched singing to
their concentration camp.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-562346592/image?WID=500"", ""width"": 250}",nla.obj-562346592,1936-09-30,2955,nla.obj-562304593,7,https://nla.gov.au/nla.obj-562346592,https://nla.gov.au/nla.obj-562346592/image,"

The Bulletin
Vol. 57. —No. 2955.
September 30, 1936.
BAD CASTING!
“D’you mean to tell me I’ve got to get round in THESE?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-654743498/image?WID=500"", ""width"": 250}",nla.obj-654743498,1910-11-17,1605,nla.obj-654742659,7,https://nla.gov.au/nla.obj-654743498,https://nla.gov.au/nla.obj-654743498/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 31.—N0. 1605.
THURSDAY, NOVEMBER 17, 1910.
Prick 6d.
WADE AND THE SPECTRE.
“The principle is dangerous, iniquitous, undemocratic,” said Mr. Wade, with warmth. “The obligation rests on the State Governments to make a move in defence
of constitutional principles, and for the protection of their own rights. I make this fair offer,” Mr. Wade proceeded, “that if Mr. McGowen will take the lead to protect
New South Wales against this gross aggression, I will stand behind him. I beg and implore all business and professional men, and even men of leisure, to consider these
proposals carefully, and when they have mastered the insidious danger that lies beneath them, to use their best endeavors to rouse the public at large to a sense of our im-
pending danger.”— Wade, on the proposal that the people of the Commonwealth shall govern themselves.
McGOWEN: “Now, ought I to humor these diseased fancies of his, or treat him as a dangerous lunatic?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-550281398/image?WID=500"", ""width"": 250}",nla.obj-550281398,1948-01-28,3546,nla.obj-550267159,7,https://nla.gov.au/nla.obj-550281398,https://nla.gov.au/nla.obj-550281398/image,"

The Bulletin
Vol. 69—No. 3546
Wednesday, January 28, 1948
UNASSISTED IMMIGRANT.
"" You say you’re Diogenes, a Greek, looking for an honest man. Any alternative occupation?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690226931/image?WID=500"", ""width"": 250}",nla.obj-690226931,1901-05-11,1108,nla.obj-690225114,7,https://nla.gov.au/nla.obj-690226931,https://nla.gov.au/nla.obj-690226931/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Tran mission by Post as a News-paper
Vol. 22.—N0. 1108.
SATURDAY, MAY 11, 1001.
Prior Gd.
SYDNEY HAS JUST SURVIVED A HOSPITAL SATURDAY; WHY NOT HAVE A DUKE OF YORK SATURDAY!
Mr. J. D. Hennessey, organising secretary of the Sydney Citizens’ Royal Recep-
tion Committee, on Saturday made the following statement in regard to welcoming the
Royal couple to New South Wales:—“The Duke and Duchess will be here in three
weeks’time. ... If our committee had not been composed of shrewd business men ” [who were
’cute enough to make people’s invitations to the State concert more or less dependent on their
subscriptions to the Reception Fund] “cards of invitation to the State concert might have been
issued promiscuously with but a very poor result in .the shape of donations. To decorate the
Town Hall and make the concert the brilliant functibjx which the occasion demands will require
a large sum of money, while the souvenir to be presented to the Duke is to cost nearly a fourth of
the amount already subscribed. The citizens have had apportioned to them one and a half miles,
to be decorated in some suitable fashion expressive of their spontaneous loyalty to the throne
under wlio.se rule we enjoy great liberty and many national advantages and blessings. Profes-
sional experts and careful business calculation show that for about £lOOO subscribed by the citizens
this distance may be fittingly prepared. Scores of men in Sydney coifld sign a cheque for the
whole amount and never miss the money ; but that would not really meet the case, for the desire
of Dr. Graham and the Citizens’ Committee is to give opportunity to Sydney generally for a
spontaneous welcome to the grandson of Victoria and his Royal spouse.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-664108747/image?WID=500"", ""width"": 250}",nla.obj-664108747,1901-12-21,1140,nla.obj-664016296,9,https://nla.gov.au/nla.obj-664108747,https://nla.gov.au/nla.obj-664108747/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Vot. 22.—N0. 1140.
SATURDAY, DECEMBER 21, 1001.
Price 6d.
CARTOONLETS.
N.S.W. WORKS MINISTER O’SULLIVAN HAS HAD £20, 000 VOTED BY PARLIAMENT (OUT OF LOA FUNDS). FOR THE ERECTION OF A
MONUMENT TO THE AUSTRALIAN SOLDIERS WHO DIED IN SOUTH AFRICA.
<£>h^
'<s>kS^S
'feoy oH-
"
"{""img_src"": ""https://nla.gov.au/nla.obj-616234276/image?WID=500"", ""width"": 250}",nla.obj-616234276,1923-08-02,2268,nla.obj-616232375,11,https://nla.gov.au/nla.obj-616234276,https://nla.gov.au/nla.obj-616234276/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 44.—N0. 2268.
THURSDAY, AUGUST 2, 1923.
Price 6d.
THE LAND OP WHIPS OP TIME.
JOHN BULL: “Here, young man, come and sit down. I want a serious talk with you about the Singapore base and your naval-defence problem.”
AUSTRALIA: “Oh, let it slide. I’m busy—there’s a football match on ’s afternoon.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-591106997/image?WID=500"", ""width"": 250}",nla.obj-591106997,1890-11-15,561,nla.obj-448538534,7,https://nla.gov.au/nla.obj-591106997,https://nla.gov.au/nla.obj-591106997/image,"

The Bulletin
Vol. 11-No. 561.
SATURDAY, NOVEMBER 15, 1890.
Price, 64.
m '/fad yeu/MWsedus fafufert'-' •Vri/tj evtt*
On am ilnmij y>-ij vet- % oe q -
EhPloy 4- "") is - u ' t! |
A kJ&r»
/ r
i u^7 <
JT >(^<}^J \&£rfi
/ °/\ ( />eJ7e.T l^M\
r ~\ x / \ / vy \ /vy 4I 1 \£ _ i
THE STRIKE ENDED—THEOWING OUT DTRTY WATER.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-654127868/image?WID=500"", ""width"": 250}",nla.obj-654127868,1910-08-04,1590,nla.obj-654112297,7,https://nla.gov.au/nla.obj-654127868,https://nla.gov.au/nla.obj-654127868/image,"

The Bulletin
Registered 3-t the General Post Office, Sydney, for Transmission by Post as a Newspaper.
VOL. 31.—N0. 1590.
THURSDAY, AUGUST 4 9 19X0.
p KlOit Gu.
THE TRANSCONTINENTAL RAILWAY AND THE PROPOSED QUEENSLAND DEVIATION.
AUSTRALIA: “NOW, HOW’S THAT FOR A CROOKED RAILWAY?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690886355/image?WID=500"", ""width"": 250}",nla.obj-690886355,1906-10-04,1390,nla.obj-690859072,9,https://nla.gov.au/nla.obj-690886355,https://nla.gov.au/nla.obj-690886355/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 27.— N0. 1390.
THURSDAY, OCTOBER, 4, 1906.
Pbiob 6d.
ABOUT A GRADUATED LAND-TAX.
The raft is the world; and the castaways on it are the inhabitants thereof. The earth, which is the source of food, is the provisions.
The fat man, who sits on them, yet doesn’t eat them, is the great land-owner who blocks settlement. The moral is left
to the reader’s imagination.
"
